Record_Number,LSN,Type,Type_ID,Length,Space_ID,Page_No,Table_ID,Group,Data_Preview,Data_Length
1085,43445,MLOG_1BYTE,1,7,0,0,0,16,offset=28515 value=0x6e6d756c,29
1086,43464,UNKNOWN_MLOG_12,12,11,0,0,0,16,offset=69 len=6 hex=0c040048016a,32
1087,43478,MLOG_1BYTE,1,7,0,0,0,16,offset=28515 value=0x6e6d756c,29
1088,43504,MLOG_PAGE_CREATE_SDI,63,12,0,0,0,16,offset=1536 badlen=2304 hex=000050fcfe0000,42
1089,43532,MLOG_1BYTE,1,7,0,0,0,16,offset=28515 value=0x6e6f706d,29
1090,43612,MLOG_ZIP_WRITE_BLOB_PTR,49,69,0,0,0,16,offset=1536 badlen=512 data=`!H|dd_properties,45
1091,43700,MLOG_REC_INSERT,67,69,0,0,0,16,offset=1536 badlen=2816 data=engine_cost|events,47
1092,43771,UNKNOWN_MLOG_6,6,69,0,0,0,16,offset=6144 badlen=0 data=foreign_key_column_usage|for,54
1093,43798,MLOG_LIST_END_DELETE_8027,15,11,0,0,0,16,offset=53 len=6 hex=040000900205,32
1094,43812,MLOG_1BYTE,1,7,0,0,0,16,offset=30054 value=0x636e,25
1095,43887,MLOG_REC_INSERT,67,69,0,0,0,16,offset=1536 badlen=2816 data=general_log|global_grants,54
1096,43963,MLOG_COMP_REC_SEC_DELETE_MARK,40,69,0,0,0,16,offset=26996 badlen=24420 data=executed|*help_category|help_key,63
1097,44016,MLOG_LIST_END_COPY_CREATED,71,41,0,0,0,16,offset=1536 badlen=3328 data=help_relation,42
1098,44041,UNKNOWN_MLOG_6,6,9,0,0,0,16,offset=2560 len=4 hex=c8e01d00,30
1099,44054,MLOG_1BYTE,1,7,0,0,0,16,offset=25960 value=0x745f706c,29
1100,44137,UNKNOWN_MLOG_6,6,69,0,0,0,16,offset=4608 badlen=0 data=index_column_usage|index_par,54
1101,44162,MLOG_LIST_END_COPY_CREATED_8027,17,11,0,0,0,16,offset=67 len=6 hex=0b0000e00021,32
1102,44176,MLOG_1BYTE,1,7,0,0,0,16,offset=28265 value=0x5f786564,29
1103,44199,MLOG_PAGE_REORGANIZE_8027,18,11,0,0,0,16,offset=59 len=6 hex=070400e8fe0a,32
1104,44213,MLOG_1BYTE,1,7,0,0,0,16,offset=28265 value=0x65786564,29
1105,44232,MLOG_PAGE_CREATE,19,11,0,0,0,16,offset=73 len=6 hex=0e0000f0ff83,32
1106,44246,MLOG_1BYTE,1,7,0,0,0,16,offset=28265 value=0x62646f6e,29
1107,44272,UNKNOWN_MLOG_5,5,11,0,0,0,16,offset=91 len=6 hex=170000f80055,32
1108,44286,MLOG_1BYTE,1,7,0,0,0,16,offset=28265 value=0x62646f6e,29
1109,44317,MLOG_2BYTES,2,7,0,0,0,16,offset=81 value=0x120006,24
1110,44324,MLOG_1BYTE,1,7,0,0,0,16,offset=65280 value=0xd8,23
1111,44335,MLOG_1BYTE,1,7,0,0,0,16,offset=28265 value=0x62646f6e,29
1112,44361,MLOG_4BYTES,4,7,0,0,0,16,offset=29734 value=0x656c6261,29
1113,44385,UNKNOWN_MLOG_3,3,11,0,0,0,16,offset=77 len=6 hex=10000110dc7e,32
1114,44399,MLOG_1BYTE,1,7,0,0,0,16,offset=25710 value=0x69625f62,29
1115,44488,UNKNOWN_MLOG_6,6,69,0,0,0,16,offset=5888 badlen=256 data=parameter_type_elements|para,56
1116,44512,MLOG_UNDO_ERASE_END,21,11,0,0,0,16,offset=77 len=6 hex=100401280040,32
1117,44526,MLOG_1BYTE,1,7,0,0,0,16,offset=24944 value=0x6f777373,29
1118,44629,MLOG_PAGE_CREATE_RTREE,57,69,0,0,0,16,offset=1536 badlen=1536 data=plugin|procs_priv,46
1119,44891,UNKNOWN_MLOG_6,6,261,0,0,0,16,offset=3072 len=256 str='proxies_priv|replication_asynchronous_conne...|replication_asynchronous_con...,140
1120,44905,MLOG_1BYTE,1,7,0,0,0,16,offset=25970 value=0x63696c70,29
1121,45008,MLOG_LIST_END_DELETE,75,69,0,0,0,16,offset=1536 badlen=3840 data=resource_groups|role_edges,55
1122,45040,MLOG_INDEX_LOAD,61,24,0,0,0,16,offset=1536 badlen=2048 data=routin,35
1123,45134,UNKNOWN_MLOG_23,23,69,0,0,0,16,offset=29472 badlen=26723 data=emata|server_cost,48
1124,45144,MLOG_1BYTE,1,7,0,0,0,16,offset=25971 value=0x72657672,29
1125,45416,UNKNOWN_MLOG_6,6,261,0,0,0,16,offset=4352 len=256 str='slave_master_info|slave_relay_log_info|slave_worker_info|slow_log|st_spatia...,143
1126,45431,MLOG_REC_MIN_MARK,26,11,0,0,0,16,offset=77 len=6 hex=100401c80026,32
1127,45445,MLOG_1BYTE,1,7,0,0,0,16,offset=24948 value=0x5f656c62,29
1128,45473,MLOG_IBUF_BITMAP_INIT,27,11,0,0,0,16,offset=67 len=6 hex=0b0001d00021,32
1129,45487,MLOG_1BYTE,1,7,0,0,0,16,offset=24948 value=0x5f656c62,29
1130,45510,MLOG_LSN,28,11,0,0,0,16,offset=57 len=6 hex=060001d81e87,32
1131,45524,MLOG_1BYTE,1,7,0,0,0,16,offset=24948 value=0x73656c62,29
1132,45542,MLOG_INIT_FILE_PAGE,29,11,0,0,0,16,offset=67 len=6 hex=0b0001e0e195,32
1133,45550,MLOG_1BYTE,1,1,0,0,0,16,,1
1134,45656,UNKNOWN_MLOG_6,6,69,0,0,0,16,offset=4096 badlen=260 data=tablespace_files|tablespaces,56
1135,45674,MLOG_MULTI_REC_END,31,11,0,0,0,16,offset=63 len=6 hex=090001f80078,32
1136,45688,MLOG_1BYTE,1,7,0,0,0,17,offset=26996 value=0x7a5f656d,29
1137,45770,UNKNOWN_MLOG_6,6,69,0,0,0,17,offset=5376 badlen=512 data=time_zone_leap_second|time_z,56
1138,45857,UNKNOWN_MLOG_6,6,69,0,0,0,17,offset=5120 badlen=512 data=time_zone_transition|time_zo,56
1139,45952,MLOG_INDEX_LOAD,61,69,0,0,0,17,offset=1536 badlen=2048 data=triggers|user,42
1140,45960,MLOG_2BYTES,2,7,0,0,0,17,offset=48 value=0x28,20
1141,45971,MLOG_1BYTE,1,7,0,0,0,17,offset=26998 value=0x725f7765,29
1142,46001,MLOG_FILE_CREATE,33,11,0,0,0,17,offset=77 len=6 hex=100002383511,32
1143,46015,MLOG_1BYTE,1,7,0,0,0,17,offset=26998 value=0x745f7765,29
1144,46043,MLOG_FILE_RENAME,34,11,0,0,0,17,offset=111 len=6 hex=21000240ffda,33
1145,46057,MLOG_2BYTES,2,7,0,0,0,17,offset=17473 value=0x494e494d,29
1146,46061,MLOG_FILE_EXTEND,65,1,0,0,0,17,A,1
1147,46062,MLOG_TEST,66,1,0,0,0,17,B,1
1148,46063,MLOG_LIST_START_DELETE,76,1,0,0,0,17,L,1
1149,46152,MLOG_LIST_START_DELETE,76,69,0,0,0,17,offset=24389 badlen=21825 data=THORIZATIONS|APPLICABLE_ROLES,60
1150,46221,UNKNOWN_MLOG_6,6,69,0,0,0,17,offset=3584 badlen=512 data=CHARACTER_SETS|CHECK_CONSTRA,56
1151,46309,MLOG_ZIP_PAGE_REORGANIZE,73,88,0,0,0,17,offset=21582 len=83 str='COLLATIONS|COLLATION_CHARACTER_SE',59
1152,46380,MLOG_FILE_EXTEND,65,69,0,0,0,17,offset=20560 badlen=18764 data=CABILITY|COLUMNS,47
1153,46389,MLOG_2BYTES,2,7,0,0,0,17,offset=20291 value=0x4e4d554c,29
1154,46460,MLOG_REC_DELETE,69,69,0,0,0,17,offset=21592 badlen=20037 data=SIONS|COLUMN_PRIVILEGES|H$STATIST,64
1155,46529,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,17,offset=21315 badlen=0 data=ENABLED_ROLES,40
1156,46576,MLOG_LIST_END_COPY_CREATED,71,46,0,0,0,17,offset=20041 badlen=21317 data=EVENTS,37
1157,46662,UNKNOWN_MLOG_6,6,69,0,0,0,17,offset=1280 badlen=516 data=FILES|INNODB_BUFFER_PAGE,52
1158,46671,MLOG_1BYTE,1,7,0,0,0,17,offset=22868 value=0x16000600,29
1159,46679,MLOG_2BYTES,2,7,0,0,0,17,offset=64952 value=0xca,23
1160,46690,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1161,46760,MLOG_TEST,66,69,0,0,0,17,offset=18005 badlen=17734 data=R_PAGE_LRU|INNODB_BUFFER_POOL_STATS,66
1162,46769,MLOG_1BYTE,1,7,0,0,0,17,offset=22355 value=0x15000600,29
1163,46776,MLOG_4BYTES,4,7,0,0,0,17,offset=51202 value=0x14ff,25
1164,46788,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1165,46858,MLOG_REC_INSERT,67,69,0,0,0,17,offset=17217 badlen=17736 data=D_INDEXES|INNODB_CMP,51
1166,46871,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1167,46941,MLOG_REC_INSERT,67,69,0,0,0,17,offset=20557 badlen=17741 data=INNODB_CMPMEM_RESET,50
1168,46955,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1169,47025,MLOG_REC_INSERT,67,69,0,0,0,17,offset=20557 badlen=20575 data=ER_INDEX|INNODB_CMP_PER_INDEX_RESET,66
1170,47034,MLOG_1BYTE,1,7,0,0,0,17,offset=19800 value=0x10000600,29
1171,47042,MLOG_2BYTES,2,7,0,0,0,17,offset=760 value=0x36,21
1172,47053,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1173,47088,MLOG_REC_INSERT,67,34,0,0,0,17,offset=20557 badlen=21087 data=ESET,35
1174,47111,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1175,47181,MLOG_REC_INSERT,67,69,0,0,0,17,offset=19535 badlen=19797 data=INNODB_DATAFILES,47
1176,47193,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1177,47263,MLOG_REC_UPDATE_IN_PLACE,70,69,0,0,0,17,offset=17737 badlen=17484 data=INNODB_FOREIGN,45
1178,47272,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1179,47342,MLOG_REC_UPDATE_IN_PLACE,70,69,0,0,0,17,offset=21071 badlen=18757 data=GN_COLS|INNODB_FT_BEING_DELETED,62
1180,47413,UNKNOWN_MLOG_6,6,69,0,0,0,17,offset=4096 badlen=768 data=INNODB_FT_CONFIG|INNODB_FT_D,56
1181,47482,MLOG_REC_DELETE,69,69,0,0,0,17,offset=16710 badlen=19541 data=T_STOPWORD|INNODB_FT_DELETED,59
1182,47552,MLOG_UNDO_ERASE_END,21,69,0,0,0,17,offset=772 badlen=65352 data=INNODB_FT_INDEX_CACHE|TABLE,56
1183,47564,MLOG_2BYTES,2,7,0,0,0,17,offset=20041 value=0x42444f4e,29
1184,47600,MLOG_ZIP_PAGE_REORGANIZE,73,35,0,0,0,17,offset=17486 badlen=22597 data=METRICS,38
1185,47685,MLOG_MULTI_REC_END,31,69,0,0,0,17,offset=772 badlen=616 data=INNODB_SESSION_TEMP_TABLESPACE...,60
1186,47693,MLOG_2BYTES,2,7,0,0,0,18,offset=20041 value=0x42444f4e,29
1187,47764,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=19522 badlen=21317 data=INNODB_TABLESPACES,49
1188,47776,MLOG_2BYTES,2,7,0,0,0,18,offset=20041 value=0x42444f4e,29
1189,47847,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=19522 badlen=21317 data=PACES_BRIEF|INNODB_TABLESTATS,60
1190,47916,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=5632 badlen=768 data=INNODB_TEMP_TABLE_INFO|INNOD,56
1191,47985,MLOG_TEST,66,69,0,0,0,18,offset=21599 badlen=22610 data=INNODB_VIRTUAL,45
1192,47993,MLOG_2BYTES,2,7,0,0,0,18,offset=17739 value=0x524f5759,29
1193,48062,MLOG_REC_CLUST_DELETE_MARK,68,69,0,0,0,18,offset=83 badlen=0 data=KEY_COLUMN_USAGE,40
1194,48069,MLOG_2BYTES,2,7,0,0,0,18,offset=20559 value=0x494d4954,29
1195,48112,MLOG_REC_DELETE,69,42,0,0,0,18,offset=24402 badlen=21076 data=ACE|PARAMETE,43
1196,48206,MLOG_ZIP_PAGE_COMPRESS,51,69,0,0,0,18,offset=21534 badlen=21577 data=IONS|PLUGINS,43
1197,48277,MLOG_REC_INSERT,67,69,0,0,0,18,offset=21317 badlen=19539 data=IST|PROFILING,44
1198,48347,MLOG_REC_DELETE,69,69,0,0,0,18,offset=17734 badlen=17746 data=NTIAL_CONSTRAINTS|RESOURCE_GROUPS,64
1199,48359,UNKNOWN_MLOG_54,54,11,0,0,0,18,offset=81 len=6 hex=120003f80028,32
1200,48373,MLOG_2BYTES,2,7,0,0,0,18,offset=20306 value=0x435f454c,29
1201,48443,MLOG_LIST_START_DELETE,76,69,0,0,0,18,offset=19797 badlen=24398 data=GRANTS|ROLE_ROUTINE_GRANTS,57
1202,48450,MLOG_4BYTES,4,7,0,0,0,18,offset=2052 value=0x70cd,24
1203,48462,MLOG_2BYTES,2,7,0,0,0,18,offset=20306 value=0x545f454c,29
1204,48531,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=19522 badlen=24389 data=GRANTS|ROUTINES|7 SCHEMATA,57
1205,48542,UNKNOWN_MLOG_56,56,11,0,0,0,18,offset=83 len=6 hex=130004200307,32
1206,48556,MLOG_2BYTES,2,7,0,0,0,18,offset=17235 value=0x414d4548,29
1207,48624,MLOG_FILE_EXTEND,65,67,0,0,0,18,offset=17759 badlen=21592 data=ENSIONS|SCHEMA_PRIVILEGES,56
1208,48693,MLOG_LIST_END_DELETE_8027,15,53,0,0,0,18,offset=1024 len=48 str='SHOW_STATISTICS',40
1209,48701,MLOG_2BYTES,2,7,0,0,0,18,offset=21587 value=0x53495441,29
1210,48771,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=21315 badlen=0 data=ST_GEOMETRY_COLUMNS,46
1211,48782,MLOG_2BYTES,2,7,0,0,0,18,offset=21587 value=0x4150535f,29
1212,48852,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=19521 badlen=21087 data=EFERENCE_SYSTEMS|ST_UNITS_OF_MEASURE,67
1213,48867,UNKNOWN_MLOG_60,60,11,0,0,0,18,offset=57 len=6 hex=0600045801e3,32
1214,48881,MLOG_2BYTES,2,7,0,0,0,18,offset=16724 value=0x53454c42,29
1215,48899,MLOG_FILE_EXTEND,65,11,0,0,0,18,offset=67 len=6 hex=0b000460fe60,32
1216,48913,MLOG_2BYTES,2,7,0,0,0,18,offset=16724 value=0x53454c42,29
1217,49002,MLOG_FILE_EXTEND,65,88,0,0,0,18,offset=17731 len=83 str='TABLESPACES_EXTENSIONS|TABLES_EXT',59
1218,49071,MLOG_REC_DELETE,69,69,0,0,0,18,offset=21326 badlen=20297 data=B(_CONSTRAINTS|TABLE_CONSTRAIN,61
1219,49136,MLOG_REC_DELETE,69,62,0,0,0,18,offset=21592 badlen=20037 data=SIONS|TABLE_PRIVILEGES,53
1220,49221,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=2048 badlen=1024 data=TRIGGERS|USER_ATTRIBUTES,53
1221,49230,MLOG_1BYTE,1,7,0,0,0,18,offset=9296 value=0x56495250,28
1222,49299,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=17740 badlen=17735 data=VIEWS|VIEW_R,43
1223,49371,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=17742 badlen=21855 data=SAGE|VIEW_TABLE_USAGE,52
1224,49447,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=25441 badlen=28515 data=unts|binary_log_transaction_compres...,69
1225,49530,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=1536 badlen=3584 data=cond_instances|data_lock_w,55
1226,49611,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=1536 badlen=2560 data=data_locks|error_log,49
1227,49648,UNKNOWN_MLOG_6,6,33,0,0,0,18,offset=10496 badlen=1024 data=events_errors_sum,47
1228,49767,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=9728 badlen=1024 data=events_errors_summary_by_host_...,62
1229,49838,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=0 badlen=0 data=events_errors_summary_by_threa...,56
1230,49912,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_errors_summary_by_user_by_e...|even,69
1231,50024,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=5376 badlen=1280 data=events_stages_current|history,58
1232,50102,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_stages_history_long|events_stages_s,69
1233,50160,UNKNOWN_MLOG_6,6,16,0,0,0,18,offset=11008 badlen=1280 hex=38ff380000000000000003,51
1234,50299,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=11520 badlen=1280 data=events_stages_summary_by_threa...,63
1235,50371,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=11008 badlen=1284 data=events_stages_summary_by_user_...,63
1236,50441,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=10752 badlen=1280 data=events_stages_summary_global_b...,63
1237,50511,MLOG_UNDO_HDR_CREATE,25,69,0,0,0,18,offset=1280 badlen=600 data=events_statements_current|even,58
1238,50623,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=8704 badlen=1284 data=events_statements_histogram_gl...,62
1239,50672,UNKNOWN_MLOG_3,3,43,0,0,0,18,offset=30309 badlen=28261 data=ts_statements_history,52
1240,50765,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_statements_history_long|events_stat,69
1241,50883,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=8960 badlen=1284 data=events_statements_summary_by_d...,62
1242,50960,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_statements_summary_by_host_...,64
1243,51033,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_statements_summary_by_progr...|event,70
1244,51157,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=12032 badlen=1284 data=events_statements_summary_by_u...,63
1245,51184,UNKNOWN_MLOG_6,6,22,0,0,0,18,offset=11776 badlen=1280 data=events,36
1246,51319,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=6912 badlen=1280 data=events_transactions_current|history,64
1247,51388,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=8192 badlen=1284 data=events_transactions_history_lo...,62
1248,51462,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_transactions_summary_by_acc...,64
1249,51533,MLOG_COMP_REC_INSERT_8027,38,69,0,0,0,18,offset=0 badlen=0 data=events_transactions_summary_by...,56
1250,51602,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=13056 badlen=1280 data=events_transactions_summary_by...,63
1251,51680,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=12544 badlen=1284 data=events_transactions_summary_by...,63
1252,51696,UNKNOWN_MLOG_6,6,9,0,0,0,18,offset=12288 badlen=1280 hex=f0f4c400,37
1253,51787,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_transactions_summary_global...,64
1254,51861,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=30309 badlen=28261 data=ts_waits_current|history|events,62
1255,51960,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=11520 badlen=1536 data=events_waits_summary_by_accoun...,63
1256,52032,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=10752 badlen=1536 data=events_waits_summary_by_host_b...,63
1257,52070,MLOG_DUMMY_RECORD,32,37,0,0,0,18,offset=1536 len=32 str='events_waits_summary_by',48
1258,52159,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=11264 badlen=1540 data=events_waits_summary_by_thread...,63
1259,52208,UNKNOWN_MLOG_6,6,47,0,0,0,18,offset=10752 badlen=1536 data=events_waits_summary_by_user_b...,63
1260,52314,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=10496 badlen=1536 data=events_waits_summary_global_by...,63
1261,52451,MLOG_REC_DELETE_8027,14,137,4195840,36,0,18,space=4195840 page=36 data=file_instances|file_summary_by_event_name|file_summary_by_instance,93
1262,52521,MLOG_LIST_END_COPY_CREATED,71,69,0,0,0,18,offset=1536 badlen=3328 data=global_status|global_varia,55
1263,52602,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=1536 badlen=2560 data=host_cache|hosts,45
1264,52671,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=5376 badlen=1568 data=innodb_redo_log_files|keyrin,57
1265,52720,MLOG_REC_DELETE,69,23,0,0,0,18,offset=1536 badlen=3072 data=keyri,34
1266,52820,MLOG_FILE_EXTEND,65,69,0,0,0,18,offset=1536 badlen=2560 data=log_status|memory_summary_,55
1267,52923,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=9216 badlen=1536 data=memory_summary_by_host_by_even...,62
1268,52992,UNKNOWN_MLOG_60,60,69,0,0,0,18,offset=0 badlen=0 data=memory_summary_by_thread_by_ev...,56
1269,53064,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=25965 badlen=28525 data=ry_summary_by_user_by_event_na...|memory,71
1270,53170,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=1536 badlen=3584 data=metadata_locks|mutex_insta,55
1271,53232,UNKNOWN_MLOG_6,6,48,0,0,0,18,offset=7680 badlen=1536 data=objects_summary_global_by_type,59
1272,53325,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=4608 badlen=1536 data=performance_timers|persisted,57
1273,53414,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=7424 badlen=1540 data=prepared_statements_instances,58
1274,53484,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=29296 badlen=25455 data=esslist|replication_applier_configurat...,72
1275,53565,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=6912 badlen=1792 data=replication_applier_filters,56
1276,53678,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=6656 badlen=1792 data=replication_applier_status,55
1277,53744,UNKNOWN_MLOG_6,6,16,0,0,0,18,offset=9216 badlen=1792 hex=2000d70000000000000003,50
1278,53876,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=11264 badlen=1796 data=replication_asynchronous_conne...,63
1279,53947,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=13312 badlen=1792 data=replication_asynchronous_conne...,63
1280,54025,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=9216 badlen=1792 data=replication_connection_configu...,62
1281,54094,MLOG_PAGE_CREATE,19,69,0,0,0,18,offset=0 badlen=0 data=replication_connection_status|repli,58
1282,54198,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=6400 badlen=1792 data=replication_group_members,54
1283,54256,UNKNOWN_MLOG_6,6,34,0,0,0,18,offset=7424 badlen=1792 data=session_account_co,47
1284,54362,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=5376 badlen=1796 data=session_connect_attrs|sessio,57
1285,54449,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=4352 badlen=1792 data=session_variables|setup_acto,57
1286,54528,MLOG_LIST_END_DELETE,75,69,0,0,0,18,offset=1536 badlen=3840 data=setup_consumers|setup_inst,55
1287,54612,MLOG_LIST_END_COPY_CREATED,71,69,0,0,0,18,offset=1536 badlen=3328 data=setup_objects|threads,50
1288,54684,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=28531 badlen=27491 data=et_instances|socket_summary_by_event_na,70
1289,54765,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=6656 badlen=1792 data=socket_summary_by_instance,55
1290,54874,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=1536 badlen=3584 data=status_by_host|status_by_t,55
1291,54956,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,18,offset=1536 badlen=3584 data=status_by_user|table_handl,55
1292,55037,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=9472 badlen=1796 data=table_io_waits_summary_by_inde...,62
1293,55107,MLOG_ZIP_PAGE_REORGANIZE_8027,53,69,0,0,0,18,offset=0 badlen=0 data=table_io_waits_summary_by_tabl...|tab,60
1294,55214,MLOG_INIT_FILE_PAGE2,59,69,0,0,0,18,offset=1536 badlen=1792 data=threads|tls_channel_status,55
1295,55280,UNKNOWN_MLOG_6,6,56,0,0,0,18,offset=5632 badlen=2048 data=user_defined_functions,51
1296,55372,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=29557 badlen=29285 data=_variables_by_thread|users,57
1297,55379,MLOG_4BYTES,4,7,0,0,0,18,offset=10248 value=0x7600,25
1298,55453,UNKNOWN_MLOG_3,3,69,0,0,0,18,offset=24950 badlen=26994 data=ables_by_thread|variables_info,61
1299,55523,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=3072 badlen=2048 data=host_summary|host_summary_by,57
1300,55544,MLOG_1BYTE,1,7,0,0,0,18,offset=25904 value=0x1c000600,29
1301,55551,MLOG_4BYTES,4,7,0,0,0,18,offset=18440 value=0x9c01,25
1302,55563,MLOG_4BYTES,4,7,0,0,0,18,offset=28520 value=0x735f7473,29
1303,55598,MLOG_1BYTE,1,7,0,0,0,18,offset=22830 value=0x16000600,29
1304,55606,MLOG_8BYTES,8,7,0,0,0,18,offset=65360 value=0x90,23
1305,55617,MLOG_4BYTES,4,7,0,0,0,18,offset=28520 value=0x735f7473,29
1306,55646,MLOG_1BYTE,1,7,0,0,0,18,offset=28470 value=0x21000600,29
1307,55654,MLOG_8BYTES,8,7,0,0,0,18,offset=65368 value=0x96,23
1308,55665,MLOG_4BYTES,4,7,0,0,0,18,offset=28520 value=0x735f7473,29
1309,55705,MLOG_1BYTE,1,7,0,0,0,18,offset=26932 value=0x1e000600,29
1310,55713,MLOG_8BYTES,8,7,0,0,0,18,offset=61792 value=0x74,23
1311,55724,MLOG_4BYTES,4,7,0,0,0,18,offset=28520 value=0x735f7473,29
1312,55761,MLOG_1BYTE,1,7,0,0,0,18,offset=26418 value=0x1d000600,29
1313,55768,MLOG_4BYTES,4,7,0,0,0,18,offset=26632 value=0x6800,25
1314,55780,MLOG_4BYTES,4,7,0,0,0,18,offset=28265 value=0x62646f6e,29
1315,55898,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=7168 badlen=2048 data=innodb_buffer_stats_by_table,57
1316,55905,MLOG_4BYTES,4,7,0,0,0,18,offset=28265 value=0x62646f6e,29
1317,55995,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=5888 badlen=2048 data=io_by_thread_by_latency|io_g,57
1318,56096,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=7168 badlen=2048 data=io_global_by_file_by_latency,57
1319,56103,MLOG_4BYTES,4,7,0,0,0,18,offset=28521 value=0x6f6c675f,29
1320,56202,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=7168 badlen=2048 data=io_global_by_wait_by_latency,57
1321,56209,MLOG_4BYTES,4,7,0,0,0,18,offset=24940 value=0x74736574,29
1322,56296,UNKNOWN_MLOG_6,6,69,0,0,0,18,offset=7936 badlen=2048 data=memory_by_host_by_current_byte...,62
1323,56300,MLOG_4BYTES,4,1,0,0,0,18,,0
1324,56362,MLOG_1BYTE,1,7,0,0,0,18,offset=27394 value=0x1f000600,29
1325,56370,MLOG_8BYTES,8,7,0,0,0,18,offset=448 value=0x48,21
